"id","description","id.1","label","id.2","label.1","id.3","label.2","id.4","label.3","id.5","label.4","id.6","label.5","id.7","label.6","id.8","label.7","id.9","label.8","id.10","label.9","id","label"
"","","","","ME07R9","Chiapas, R9","","","","","","","","","","","","","","","","","",""
"","","","","ME08","Chihuahua","","","","","","","","","","","","","","","","","",""
"","","","","ME08R1","Chihuahua, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME08R10","Chihuahua, R10","","","","","","","","","","","","","","","","","",""
"","","","","ME08R11","Chihuahua, R11","","","","","","","","","","","","","","","","","",""
"","","","","ME08R12","Chihuahua, R12","","","","","","","","","","","","","","","","","",""
"","","","","ME08R13","Chihuahua, R13","","","","","","","","","","","","","","","","","",""
"","","","","ME08R2","Chihuahua, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME08R3","Chihuahua, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME08R4","Chihuahua, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME08R5","Chihuahua, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME08R6","Chihuahua, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME08R7","Chihuahua, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME08R8","Chihuahua, R8","","","","","","","","","","","","","","","","","",""
"","","","","ME08R9","Chihuahua, R9","","","","","","","","","","","","","","","","","",""
"","","","","ME09","Federal District (MX)","","","","","","","","","","","","","","","","","",""
"","","","","ME09R1","Distrito Federal (MX), R1","","","","","","","","","","","","","","","","","",""
"","","","","ME09R2","Distrito Federal (MX), R2","","","","","","","","","","","","","","","","","",""
"","","","","ME10","Durango","","","","","","","","","","","","","","","","","",""
"","","","","ME10R1","Durango, R1","","","","","","","","","","","","","","","","","",""
"","","","","ME10R2","Durango, R2","","","","","","","","","","","","","","","","","",""
"","","","","ME10R3","Durango, R3","","","","","","","","","","","","","","","","","",""
"","","","","ME10R4","Durango, R4","","","","","","","","","","","","","","","","","",""
"","","","","ME10R5","Durango, R5","","","","","","","","","","","","","","","","","",""
"","","","","ME10R6","Durango, R6","","","","","","","","","","","","","","","","","",""
"","","","","ME10R7","Durango, R7","","","","","","","","","","","","","","","","","",""
"","","","","ME10R8","Durango, R8","","","","","","","","","","","","","","","","","",""
"","","","","ME10R9","Durango, R9","","","","","","","","","","","","","","","","","",""
"","","","","ES421","Albacete","","","","","","","","","","","","","","","","","",""
"","","","","ES422","Ciudad Real","","","","","","","","","","","","","","","","","",""
"","","","","ES423","Cuenca","","","","","","","","","","","","","","","","","",""
"","","","","ES424","Guadalajara","","","","","","","","","","","","","","","","","",""
"","","","","ES425","Toledo","","","","","","","","","","","","","","","","","",""
"","","","","ES43","Extremadura","","","","","","","","","","","","","","","","","",""
"","","","","ES431","Badajoz","","","","","","","","","","","","","","","","","",""
"","","","","ES432","Cáceres","","","","","","","","","","","","","","","","","",""
"","","","","ES51","Catalonia","","","","","","","","","","","","","","","","","",""
"","","","","ES511","Barcelona","","","","","","","","","","","","","","","","","",""
"","","","","ES512","Gerona","","","","","","","","","","","","","","","","","",""
"","","","","ES513","Lérida","","","","","","","","","","","","","","","","","",""
"","","","","ES514","Tarragona","","","","","","","","","","","","","","","","","",""
"","","","","ES52","Valencia","","","","","","","","","","","","","","","","","",""
"","","","","ES521","Alicante","","","","","","","","","","","","","","","","","",""
"","","","","ES522","Castellón","","","","","","","","","","","","","","","","","",""
"","","","","ES523","Valencia","","","","","","","","","","","","","","","","","",""
"","","","","ES53","Balearic Islands","","","","","","","","","","","","","","","","","",""
"","","","","ES531","Eivissa y Formentera","","","","","","","","","","","","","","","","","",""
"","","","","ES532","Mallorca","","","","","","","","","","","","","","","","","",""
"","","","","ES533","Menorca","","","","","","","","","","","","","","","","","",""
"","","","","ES61","Andalusia","","","","","","","","","","","","","","","","","",""
"","","","","ES611","Almería","","","","","","","","","","","","","","","","","",""
"","","","","ES612","Cádiz","","","","","","","","","","","","","","","","","",""
"","","","","ES613","Cordoba (ES)","","","","","","","","","","","","","","","","","",""
"","","","","ES614","Granada","","","","","","","","","","","","","","","","","",""
"","","","","ES615","Huelva","","","","","","","","","","","","","","","","","",""
"","","","","ES616","Jaén","","","","","","","","","","","","","","","","","",""
"","","","","ES617","Málaga","","","","","","","","","","","","","","","","","",""
"","","","","ES618","Seville","","","","","","","","","","","","","","","","","",""
"","","","","ES62","Murcia","","","","","","","","","","","","","","","","","",""
"","","","","ES620","Murcia","","","","","","","","","","","","","","","","","",""
"","","","","ES63","Ceuta ","","","","","","","","","","","","","","","","","",""
"","","","","ES630","Ceuta (ES)","","","","","","","","","","","","","","","","","",""
"","","","","ES64","Melilla","","","","","","","","","","","","","","","","","",""
"","","","","ES640","Melilla (ES)","","","","","","","","","","","","","","","","","",""
"","","","","ES70","Canary Islands","","","","","","","","","","","","","","","","","",""
"","","","","ES703","El Hierro","","","","","","","","","","","","","","","","","",""
"","","","","ES704","Fuerteventura","","","","","","","","","","","","","","","","","",""
"","","","","ES705","Gran Canaria","","","","","","","","","","","","","","","","","",""
"","","","","ES706","La Gomera","","","","","","","","","","","","","","","","","",""
"","","","","ES707","La Palma","","","","","","","","","","","","","","","","","",""
"","","","","ES708","Lanzarote","","","","","","","","","","","","","","","","","",""
"","","","","ES709","Tenerife","","","","","","","","","","","","","","","","","",""
"","","","","SWE","Sweden","","","","","","","","","","","","","","","","","",""
"","","","","SE11","Stockholm","","","","","","","","","","","","","","","","","",""
"","","","","SE110","Stockholm County","","","","","","","","","","","","","","","","","",""
"","","","","SE12","East Middle Sweden","","","","","","","","","","","","","","","","","",""
"","","","","SE121","Uppsala County","","","","","","","","","","","","","","","","","",""
"","","","","SE122","Södermanland County","","","","","","","","","","","","","","","","","",""
"","","","","SE123","Östergötland County","","","","","","","","","","","","","","","","","",""
"","","","","SE124","Örebro County","","","","","","","","","","","","","","","","","",""
"","","","","SE125","Västmanland County","","","","","","","","","","","","","","","","","",""
"","","","","SE21","Småland with Islands","","","","","","","","","","","","","","","","","",""
"","","","","SE211","Jönköping County","","","","","","","","","","","","","","","","","",""
"","","","","SE212","Kronoberg County","","","","","","","","","","","","","","","","","",""
"","","","","SE213","Kalmar County","","","","","","","","","","","","","","","","","",""
"","","","","SE214","Gotland County","","","","","","","","","","","","","","","","","",""
"","","","","SE22","South Sweden","","","","","","","","","","","","","","","","","",""
"","","","","SE221","Blekinge County","","","","","","","","","","","","","","","","","",""
"","","","","SE224","Skåne County","","","","","","","","","","","","","","","","","",""
"","","","","SE23","West Sweden","","","","","","","","","","","","","","","","","",""
"","","","","SE231","Halland County","","","","","","","","","","","","","","","","","",""
"","","","","SE232","Västra Götaland County","","","","","","","","","","","","","","","","","",""
"","","","","SE31","North Middle Sweden","","","","","","","","","","","","","","","","","",""
"","","","","SE311","Värmlands County","","","","","","","","","","","","","","","","","",""
"","","","","SE312","Dalarna County","","","","","","","","","","","","","","","","","",""
"","","","","SE313","Gävleborg County","","","","","","","","","","","","","","","","","",""
"","","","","SE32","Central Norrland","","","","","","","","","","","","","","","","","",""
"","","","","SE321","Västernorrland County","","","","","","","","","","","","","","","","","",""
"","","","","SE322","Jämtland County","","","","","","","","","","","","","","","","","",""
"","","","","SE33","Upper Norrland","","","","","","","","","","","","","","","","","",""
"","","","","SE331","Västerbottens County","","","","","","","","","","","","","","","","","",""
"","","","","SE332","Norrbottens County","","","","","","","","","","","","","","","","","",""
"","","","","CHE","Switzerland","","","","","","","","","","","","","","","","","",""
"","","","","CH01","Lake Geneva Region","","","","","","","","","","","","","","","","","",""
"","","","","CH011","Vaud","","","","","","","","","","","","","","","","","",""
"","","","","CH012","Valais","","","","","","","","","","","","","","","","","",""
"","","","","CH013","Genève","","","","","","","","","","","","","","","","","",""
"","","","","CH02","Espace Mittelland","","","","","","","","","","","","","","","","","",""
"","","","","CH021","Bern","","","","","","","","","","","","","","","","","",""
"","","","","CH022","Fribourg (CH)","","","","","","","","","","","","","","","","","",""
"","","","","CH023","Solothurn","","","","","","","","","","","","","","","","","",""
"","","","","CH024","Neuchâtel","","","","","","","","","","","","","","","","","",""
"","","","","CH025","Jura (CH)","","","","","","","","","","","","","","","","","",""
"","","","","CH03","Northwestern Switzerland ","","","","","","","","","","","","","","","","","",""
"","","","","CH031","Basel-Stadt","","","","","","","","","","","","","","","","","",""
"","","","","CH032","Basel-Landschaft","","","","","","","","","","","","","","","","","",""
"","","","","CH033","Aargau","","","","","","","","","","","","","","","","","",""
"","","","","CH04","Zurich","","","","","","","","","","","","","","","","","",""
"","","","","CH040","Zürich","","","","","","","","","","","","","","","","","",""
"","","","","CH05","Eastern Switzerland","","","","","","","","","","","","","","","","","",""
"","","","","CH051","Glarus","","","","","","","","","","","","","","","","","",""
"","","","","CH052","Schaffhausen","","","","","","","","","","","","","","","","","",""
"","","","","CH053","Appenzell Ausserrhoden","","","","","","","","","","","","","","","","","",""
"","","","","CH054","Appenzell Innerrhoden","","","","","","","","","","","","","","","","","",""
"","","","","CH055","St. Gallen","","","","","","","","","","","","","","","","","",""
"","","","","CH056","Graubünden","","","","","","","","","","","","","","","","","",""
"","","","","CH057","Thurgau","","","","","","","","","","","","","","","","","",""
"","","","","CH06","Central Switzerland","","","","","","","","","","","","","","","","","",""
